"アルバム名","曲名","URL","ディスク番号","曲番号","人気度","長さ","テンポ","拍子","キー","モード","アコースティック度","ダンス性","エネルギッシュさ","インスト度","ライブ感","音圧のデシベル値の平均","話し声度","ポジティブ度"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","冒険に行こう!","https://open.spotify.com/track/0rs21aQwMV0ChJEpfKxUYA","1","16","2","82307","124.22","4","5","1","0.729","0.882","0.678","0.0794","0.115","-11.064","0.0597","0.947"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","ピンチ1","https://open.spotify.com/track/5kXLOedV8YmFGgJTeXg3Tw","1","17","1","76267","164.088","3","2","1","0.624","0.736","0.487","0.716","0.117","-14.01","0.0624","0.366"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","ギョームに負けるな","https://open.spotify.com/track/6HnQUlEQALMqXeP2Mf422S","1","18","2","94827","162.286","4","4","0","0.839","0.573","0.527","0.92","0.159","-12.687","0.297","0.501"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","月明かりの下で","https://open.spotify.com/track/4iBSIKk0wUXHuF1goxTPOR","1","19","2","81867","57.965","4","6","1","0.974","0.608","0.0326","0.937","0.0989","-24.824","0.0525","0.25"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","凱旋","https://open.spotify.com/track/0wlbggIi91kLO3vDA3kM9V","1","20","1","78640","128.07","4","8","1","0.835","0.396","0.459","0.919","0.165","-13.395","0.0491","0.728"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","クリスのパレード","https://open.spotify.com/track/1WXdpHJCfvp2Fnuqt5tt3A","1","21","2","62893","111.369","4","10","1","0.00878","0.177","0.96","0.992","0.916","-10.055","0.108","0.0363"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","評議会","https://open.spotify.com/track/1WjLAZOdZdUG15iod6xVNR","1","22","1","104600","137.458","4","2","0","0.243","0.27","0.533","0.969","0.202","-11.461","0.0832","0.475"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","会話1","https://open.spotify.com/track/5VnQDCH9uFKdVB9CBVMJWz","1","23","1","75107","103.386","4","0","1","0.00746","0.214","0.295","0.87","0.153","-14.922","0.0319","0.376"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","聖堂","https://open.spotify.com/track/3A2CjAVwXC3z1jqi0i15zz","1","24","2","116800","66.409","3","11","1","0.118","0.247","0.0208","0.831","0.13","-12.528","0.0371","0.123"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","輝く草原","https://open.spotify.com/track/42yizgFfv5ApGwBeiX806z","1","25","2","170027","146.239","4","7","1","0.821","0.613","0.307","0.905","0.114","-16.635","0.0317","0.388"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","あゆみ寄り","https://open.spotify.com/track/2XVmVX1TxMokfUy21vNBaY","1","26","1","111867","96.142","4","1","1","0.453","0.639","0.343","0.963","0.0803","-14.451","0.0266","0.43"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","カラヤに急げ!","https://open.spotify.com/track/6kBZR0aBmka0Wq4xm6EDxf","1","27","1","123840","87.165","4","2","0","0.369","0.568","0.514","0.898","0.101","-14.249","0.0407","0.847"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","カラヤ炎上","https://open.spotify.com/track/1oaD45LOqGJdnYFO0mxy7i","1","28","2","82267","148.791","4","2","1","0.177","0.28","0.475","0.931","0.163","-12.105","0.042","0.504"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","悲しみ","https://open.spotify.com/track/1NgU7OT8J9uWFT8n6c52wZ","1","29","1","95627","80.166","3","0","0","0.33","0.706","0.154","0.908","0.0639","-21.246","0.352","0.535"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","行く手を阻む者","https://open.spotify.com/track/4zFXGFw1s8o4emT17xUdGS","1","30","3","183867","156.159","4","1","1","0.0704","0.467","0.667","0.742","0.135","-10.341","0.0402","0.465"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","緑の墓標","https://open.spotify.com/track/6ZZT4J4TLdIPCjb3pxEuPs","1","31","2","144933","93.916","4","2","1","0.731","0.115","0.382","0.756","0.136","-9.807","0.0333","0.0722"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","あひるぼっこ","https://open.spotify.com/track/50TYNc46MIeRvdqsfgobwc","1","32","4","157640","150.246","4","9","0","0.522","0.66","0.441","0.000383","0.17","-10.288","0.0338","0.895"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","会話2","https://open.spotify.com/track/4BZvNcOZozYfIBKooOXT8V","1","33","1","109600","81.095","4","7","1","0.968","0.555","0.19","0.912","0.144","-15.438","0.0292","0.913"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","探偵キッドのテーマ","https://open.spotify.com/track/7sL3W1rYSU1NJD7l17NdeO","1","34","1","48800","124.775","4","5","1","0.646","0.678","0.125","0.922","0.144","-14.707","0.0415","0.837"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","地下回廊","https://open.spotify.com/track/7MCdj5jtTLHcMnD55gtJ13","1","35","1","133693","176.374","4","2","1","0.724","0.426","0.283","0.765","0.101","-16.715","0.032","0.187"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","風のざわめき","https://open.spotify.com/track/6tkMFg95X1TzTsYw1oPdJ7","1","36","2","102640","92.231","3","5","1","0.802","0.53","0.462","0.903","0.117","-10.522","0.0279","0.249"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","突然の戦い","https://open.spotify.com/track/45mf8xL07hFV3QTQjO22Yh","1","37","2","75800","131.796","3","1","1","0.752","0.524","0.593","0.792","0.317","-12.178","0.14","0.331"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","大空洞","https://open.spotify.com/track/5ZxMtYWpKZEteuVJAHEDfa","1","38","2","94933","200.09","4","2","1","0.705","0.626","0.451","0.853","0.0737","-15.808","0.0429","0.654"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","再会","https://open.spotify.com/track/4uzpXPH12sLI1uWPHo9jDD","1","39","1","55933","79.98","3","0","1","0.94","0.238","0.0306","0.788","0.118","-19.794","0.0348","0.0965"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","会話3","https://open.spotify.com/track/5QGgcf7KvZnJLtIBMNj0wv","1","40","1","110760","133.572","4","5","1","0.255","0.566","0.279","0.455","0.644","-12.441","0.0473","0.74"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","回想","https://open.spotify.com/track/5sGlXFVe3zMtksbyoWMzVc","1","41","1","45240","116.187","3","9","0","0.327","0.593","0.271","0.985","0.251","-15.421","0.0577","0.0345"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","楽しい牧場","https://open.spotify.com/track/1Gc3juQCV0XZERYPmha6ze","1","42","1","61427","132.121","4","7","1","0.802","0.444","0.406","0.98","0.338","-16.105","0.0427","0.597"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","カードでGO ! !","https://open.spotify.com/track/2W8XlmrmCEadkzWE4htZKm","1","43","1","59507","193.967","3","11","1","0.789","0.503","0.442","0.932","0.193","-14.289","0.0846","0.804"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","豊穣祭","https://open.spotify.com/track/0xDjOnZXcyWhp3nykhQB6Y","2","1","2","115827","199.835","3","11","0","0.593","0.755","0.266","0.00465","0.0628","-10.162","0.0894","0.879"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","ピンチ2","https://open.spotify.com/track/7zzU2Ibafcz5wRhiYaTA4t","2","2","1","57840","95.565","1","0","0","0.151","0.379","0.528","0.765","0.344","-13.675","0.0421","0.212"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","火花を散らして","https://open.spotify.com/track/1SOf7URWKJ7raiRAZF3MMa","2","3","2","92760","170.435","4","6","1","0.0533","0.314","0.616","0.894","0.371","-9.545","0.0696","0.453"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","夕焼けのメロディ","https://open.spotify.com/track/3IoBNfTwKkfxW7ziAzQIlm","2","4","1","194933","155.892","3","0","1","0.274","0.124","0.354","0.926","0.141","-13.077","0.0328","0.324"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","明るい農村","https://open.spotify.com/track/3VtZ1DdbuBJNHhGSfD6rSm","2","5","4","173467","94.093","4","2","0","0.776","0.694","0.532","0.947","0.122","-11.114","0.0795","0.602"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","緊迫2","https://open.spotify.com/track/1rhOy83Ld5TwaKux3BDQ8d","2","6","1","55107","160.264","4","8","1","0.0832","0.779","0.781","0.971","0.103","-18.468","0.245","0.973"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","馬蹄のどよめき","https://open.spotify.com/track/2jHwCaloUFrPQg6lCwdEnS","2","7","3","129267","116.058","4","11","0","0.495","0.374","0.443","0.972","0.342","-10.73","0.0365","0.113"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","閉ざされた地へ","https://open.spotify.com/track/3qVIrUnDvWogdYGkqOwVxR","2","8","1","103467","86.886","4","0","1","0.871","0.238","0.219","0.98","0.136","-13.081","0.0359","0.0793"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","神秘の民","https://open.spotify.com/track/0tDZeM5lzaBS0aJeKnUAHZ","2","9","11","133000","153.996","4","2","0","0.808","0.211","0.327","0.985","0.102","-13.361","0.0357","0.202"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","いつかの道 ~山越え~","https://open.spotify.com/track/08Swt5W6SIdhRsHO5SJtk8","2","10","2","110827","96.148","4","4","1","0.226","0.599","0.398","0.584","0.103","-10.732","0.0382","0.386"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","たくましき商人たち","https://open.spotify.com/track/4plipCVCbSCyzassfHZnQS","2","11","1","118307","128.097","3","7","0","0.462","0.299","0.341","0.699","0.329","-11.148","0.0311","0.0953"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","つめたい風","https://open.spotify.com/track/42SHPb8aEmnW78snUsFmkB","2","12","1","127400","82.82","4","9","1","0.971","0.333","0.283","0.163","0.101","-11.422","0.0306","0.205"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","偽祭壇","https://open.spotify.com/track/4e7bUznm7T0VwXwz3IkBdK","2","13","1","101560","152.252","3","11","1","0.00997","0.686","0.212","0.792","0.125","-16.904","0.114","0.616"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","廃坑","https://open.spotify.com/track/19M31IMt52tIt57om2urgF","2","14","1","129667","166.278","3","8","1","0.608","0.668","0.357","0.974","0.0987","-12.911","0.063","0.53"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","石版の地","https://open.spotify.com/track/73e8Vj0rVYbuDeiKA56h5n","2","15","1","102773","128.163","4","11","0","0.655","0.593","0.313","0.351","0.125","-11.21","0.0302","0.0634"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","炎の交感","https://open.spotify.com/track/3eNn09ItNx4RPYQXmDJdNn","2","16","1","52200","148.245","4","4","0","8.87e-05","0.767","0.503","0.965","0.074","-16.625","0.0592","0.794"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","湖畔の古城","https://open.spotify.com/track/6zxOjsSLvVSixsgcNukEdf","2","17","3","143333","139.184","3","6","1","0.882","0.55","0.316","0.916","0.0931","-13.889","0.0307","0.598"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","コロクのテーマ","https://open.spotify.com/track/7JdPFvKn1PxDN7VgE47qUE","2","18","1","149560","115.168","4","7","1","0.85","0.736","0.298","0.0539","0.386","-9.987","0.0354","0.901"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","しずかな月夜","https://open.spotify.com/track/5YCSX3R9fZ3xopAHF775J0","2","19","2","117667","80.091","4","7","1","0.853","0.433","0.184","0.907","0.0957","-13.376","0.0288","0.328"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","しのび足","https://open.spotify.com/track/1Bxwz86q6vGY9qvyNhEtxt","2","20","1","89707","100.14","3","0","0","0.85","0.73","0.542","0.0152","0.103","-12.594","0.051","0.711"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","出撃!","https://open.spotify.com/track/21w77BwuURvF9ZHYQx5j1V","2","21","1","120893","78.531","4","8","1","0.122","0.348","0.499","0.537","0.157","-10.776","0.0374","0.645"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","かつての英雄を求めて","https://open.spotify.com/track/172aKbcjpCojTOtCGdncnb","2","22","2","176267","132.003","4","2","1","0.55","0.605","0.317","0.719","0.144","-10.359","0.029","0.0929"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","会話4","https://open.spotify.com/track/1pukYFHP0mxxZ0f4LHNTF5","2","23","1","57040","80.109","1","4","0","0.871","0.433","0.144","0.761","0.199","-20.92","0.0325","0.289"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","一進一退","https://open.spotify.com/track/5BaEKgDojPlVS9JL07qYRJ","2","24","1","178893","152.419","3","2","1","0.0421","0.345","0.666","0.912","0.346","-9.872","0.0631","0.525"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","極寒の地","https://open.spotify.com/track/5KgjHia4mxO1U6iRhkiXqd","2","25","2","123667","132.225","3","0","1","0.0622","0.591","0.463","0.14","0.171","-12.516","0.0382","0.371"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","ピンチ3","https://open.spotify.com/track/49SJHI75Kzpzz8KewFKibm","2","26","1","49840","73.854","4","8","0","0.954","0.366","0.299","0.99","0.187","-16.621","0.0387","0.0398"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","円の宮殿","https://open.spotify.com/track/2Tbvq8nqZ38kckQAEopl8P","2","27","1","60333","180.181","5","10","0","0.832","0.279","0.298","0.503","0.146","-12.088","0.0336","0.164"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","交錯した思い","https://open.spotify.com/track/5807rBxKak3D99yG05VnAn","2","28","3","197093","156.257","4","2","1","0.0421","0.554","0.585","0.582","0.0818","-11.187","0.032","0.412"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","最後の勝負","https://open.spotify.com/track/3nC5IsoNGyzWsRZ4H67jOK","2","29","2","141400","80.689","4","6","0","0.199","0.138","0.624","0.852","0.345","-7.149","0.067","0.11"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","みんなの笑顔 ~108人のその後~","https://open.spotify.com/track/76pqZBQaFjYRbDjF1exGam","2","30","2","541267","106.948","3","11","1","0.457","0.278","0.415","0.891","0.272","-13.618","0.0393","0.279"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","おだやかな日々へ","https://open.spotify.com/track/4myA2VXyTlPSIjR5Blisaa","2","31","2","421000","76.095","4","4","1","0.632","0.241","0.353","0.687","0.177","-12.425","0.0308","0.0761"
"幻想水滸伝III ORIGINAL SOUNDTRACK SELECTION","帚星の行方","https://open.spotify.com/track/6J83YgjJSTexCvEOrQYv0E","2","32","1","54733","82.105","4","3","1","0.241","0.398","0.178","0.225","0.0988","-18.872","0.0272","0.0379"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","新たなる旅立ち ~始まりのテーマ~","https://open.spotify.com/track/1nAkAes5ds2MCoxIj9cW4S","1","1","1","86493","137.89","4","7","1","0.0907","0.546","0.635","0.315","0.0538","-7.625","0.0337","0.132"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","出航","https://open.spotify.com/track/2m1v5XwiSVgSuu52AnyyHM","1","2","3","81867","180.019","3","2","1","0.653","0.369","0.813","0.944","0.074","-7.678","0.0411","0.248"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","上陸","https://open.spotify.com/track/0TrmPuxY1KsWZgriXC76x6","1","3","2","82733","152.142","3","7","1","0.0355","0.584","0.571","0.88","0.0773","-7.838","0.0324","0.852"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","突入1","https://open.spotify.com/track/2izv6yYAnKX9Qj70pGuUTR","1","4","0","7907","0.0","0","10","1","0.0","0.0","0.00484","0.00105","0.0","-17.366","0.0","0.0"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","戦闘","https://open.spotify.com/track/372YyOo1RbA8XzE9B0Q0Ki","1","5","4","65827","106.956","5","2","0","0.51","0.511","0.641","0.937","0.18","-6.499","0.04","0.53"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","勝利のテーマ","https://open.spotify.com/track/08IAK3YyBBWVRSLV9Ar1Mc","1","6","2","55573","134.881","4","0","1","0.125","0.53","0.555","0.00127","0.278","-8.193","0.0406","0.45"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","騎士の習い","https://open.spotify.com/track/4A7q8YcxBWyM9M52rX4gf0","1","7","1","82893","105.19","4","7","0","0.644","0.61","0.301","0.936","0.403","-8.088","0.0273","0.752"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","祭りの夜","https://open.spotify.com/track/2Hb5DuNqpdqjoP5nder4nr","1","8","1","95800","168.294","3","0","1","0.831","0.605","0.592","0.949","0.0952","-9.983","0.0481","0.845"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","愁いの舟行","https://open.spotify.com/track/5TUj0poAFzzx6zInhJjadA","1","9","1","120173","128.242","4","7","1","0.767","0.579","0.346","0.941","0.109","-13.126","0.0352","0.463"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","巻返し","https://open.spotify.com/track/0wAsVh1RPKANLDkGNn7zVT","1","10","1","87467","146.031","3","2","0","0.657","0.686","0.719","0.992","0.146","-11.216","0.0355","0.75"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","大海原の戦1","https://open.spotify.com/track/5eGXg5vaSrixqy7eFzPWEq","1","11","2","87600","79.779","4","0","1","0.15","0.198","0.612","0.0463","0.299","-6.052","0.0449","0.172"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","静かな島で","https://open.spotify.com/track/1ZahLBXKmrYYn43fM2eKqJ","1","12","1","99867","174.116","4","0","1","0.533","0.681","0.325","0.921","0.0906","-8.337","0.0331","0.471"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","話の続き","https://open.spotify.com/track/1jWvTZChaHbgN6XQdvrjl1","1","13","1","45000","115.116","4","1","0","0.938","0.777","0.251","0.898","0.111","-14.55","0.224","0.18"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","無人島の夜","https://open.spotify.com/track/0nmBjLZmKvoSGidouWcpmX","1","14","1","96560","159.43","4","7","1","0.179","0.476","0.0727","0.00033","0.0945","-15.996","0.0513","0.495"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","潮騒の残響","https://open.spotify.com/track/3waulQ1smo0IOUbpD1Dpwy","1","15","1","67707","68.61","3","7","1","0.937","0.493","0.202","0.979","0.133","-15.958","0.0413","0.0683"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","突入2","https://open.spotify.com/track/2eDQVsNOduLWEcZAGf35q8","1","16","0","11693","0.0","0","9","1","0.981","0.0","0.0418","0.997","0.112","-15.053","0.0","0.0"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","強敵出現","https://open.spotify.com/track/0c0XJEWztjyZMNVXARmLSS","1","17","3","81440","83.003","3","7","1","0.121","0.5","0.827","0.257","0.36","-4.992","0.0416","0.102"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","波頭をかき分けて","https://open.spotify.com/track/2R8uk983Ryux6KBzEWRwY2","1","18","2","92493","129.94","4","0","1","3.83e-05","0.543","0.648","0.866","0.31","-8.525","0.0321","0.763"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","アジトのテーマ","https://open.spotify.com/track/0oKNWJYy2p53ij0acLfnrd","1","19","2","112573","127.2","4","7","1","0.0585","0.715","0.386","0.722","0.102","-10.199","0.0361","0.804"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","確かな出会い","https://open.spotify.com/track/6zjIKiSzmcXS8Oc79sLSZI","1","20","1","108533","92.133","4","7","1","0.846","0.608","0.221","0.86","0.107","-17.55","0.0523","0.355"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","南風","https://open.spotify.com/track/5VnrYZC1oSmkWO9VD6vDvx","1","21","2","101893","173.025","4","11","1","0.229","0.59","0.447","0.114","0.132","-10.657","0.0341","0.418"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","継承の意味","https://open.spotify.com/track/6vU4EJsGHj2HMDyKO4yMGP","1","22","1","103773","97.129","4","5","1","0.137","0.498","0.327","0.811","0.307","-7.946","0.0321","0.53"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","時を止めて","https://open.spotify.com/track/1yHDLptHP5XfCzx6noyhgA","1","23","1","142293","103.109","4","5","1","0.311","0.636","0.444","0.567","0.106","-13.365","0.0622","0.614"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","本拠地その1","https://open.spotify.com/track/38AaAdWCECZwApbbH8IbDs","1","24","2","97373","202.138","4","7","1","0.198","0.418","0.235","0.857","0.106","-14.094","0.0394","0.145"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","オレンジ色の景色","https://open.spotify.com/track/5xp3SDlOyr4xluoCJ8LDZa","1","25","1","96067","140.167","3","7","1","0.272","0.516","0.516","0.944","0.315","-9.348","0.0289","0.459"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","ラインバッハテーマ","https://open.spotify.com/track/7DmqEWPHCi7ypHMkWDMvDK","1","26","2","86867","142.034","3","6","1","0.713","0.267","0.407","0.138","0.112","-10.766","0.0518","0.563"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","懐かしいあの人","https://open.spotify.com/track/2bktOoDjQW1bOJo8vAuKYN","1","27","1","48493","125.163","3","7","1","0.901","0.845","0.3","0.828","0.0922","-18.155","0.25","0.332"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","隠された攻防","https://open.spotify.com/track/0QjGO1xMETXtoJcrLov47Z","1","28","1","124840","102.111","4","7","0","0.00948","0.503","0.529","0.746","0.0877","-8.698","0.0266","0.666"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","モノクロム・エピソード","https://open.spotify.com/track/3CrcJ9WTyObA3sTqfsHJpb","1","29","1","112400","194.331","4","8","1","0.385","0.445","0.566","0.71","0.143","-10.8","0.0395","0.281"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","モノクロム・エピソード ~瓦礫の中から~","https://open.spotify.com/track/7IbXnp0vdlNtFFDFLr5JAa","1","30","1","84533","97.066","4","0","0","0.557","0.544","0.19","0.838","0.126","-14.076","0.0277","0.204"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","スタートアップ","https://open.spotify.com/track/1bsTo0kJhMVGn2Wz4hJTFQ","1","31","1","50733","148.179","4","2","1","0.902","0.861","0.53","0.967","0.132","-8.379","0.0734","0.589"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","単純がゆえ奥深し","https://open.spotify.com/track/3Td33d0s7RifJLySy5lBRp","1","32","1","66027","138.093","3","0","1","0.353","0.688","0.617","0.242","0.236","-9.895","0.0358","0.32"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","ぶっつけろ!やっつけろ!","https://open.spotify.com/track/13c3JxTtiNB0gTiqRQo89j","1","33","1","65107","138.093","4","11","0","1.02e-05","0.63","0.927","0.69","0.168","-10.082","0.0619","0.274"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","猫並みにすごいぜ!","https://open.spotify.com/track/4Pv4WM6iBLl5TfetX3WwFP","1","34","1","47893","160.194","4","7","1","0.000591","0.596","0.655","0.938","0.158","-9.531","0.0593","0.907"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","ファンファーレ","https://open.spotify.com/track/3eoILD16g8H9thR4cDV4QF","1","35","0","8573","0.0","0","2","1","0.0","0.0","0.0269","1.0","0.0669","-6.712","0.0","0.0"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","がっくり","https://open.spotify.com/track/1zEV46oxyxaTDzrUH8devj","1","36","0","6100","0.0","0","0","1","0.0","0.0","0.105","6.76e-06","0.0","-9.11","0.0","0.0"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","本拠地その2","https://open.spotify.com/track/30MSYNpix6CwIEKCmjY3CM","2","1","2","112227","117.959","4","0","0","0.838","0.633","0.291","0.913","0.0781","-10.162","0.0404","0.463"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","輝ける海よ!空よ!","https://open.spotify.com/track/01D9TAzB6NDlSPKBAfU2Cl","2","2","2","104307","128.138","4","5","1","0.304","0.321","0.568","0.927","0.154","-5.931","0.033","0.341"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","大海原の戦2","https://open.spotify.com/track/3AhwayuN1pCV60U3kF4YWi","2","3","1","79133","84.79","4","9","1","0.327","0.421","0.682","3.18e-06","0.313","-7.159","0.0368","0.467"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","忍び寄る影","https://open.spotify.com/track/43aIkGpejKbfo3f3oTMIiQ","2","4","1","63760","142.143","3","0","0","0.308","0.618","0.856","0.98","0.272","-10.757","0.031","0.937"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","丘をのぼって","https://open.spotify.com/track/2RY9hVXREj713MaX7n9o7L","2","5","2","108733","102.105","4","0","0","0.655","0.677","0.415","0.396","0.101","-13.777","0.045","0.676"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","ネコの里","https://open.spotify.com/track/18MHz3mgyZ7A4fNLoXQOUz","2","6","1","107440","135.143","3","0","1","0.208","0.772","0.492","0.493","0.0934","-8.859","0.0398","0.381"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","宿命の対決","https://open.spotify.com/track/0SzoLt3BOi3fl0MpHFMJb0","2","7","2","81400","90.065","3","11","0","0.078","0.423","0.578","4.08e-05","0.261","-8.627","0.0346","0.358"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","青磁の海","https://open.spotify.com/track/4LbC6ndXqARKScyfyjUs9k","2","8","1","87933","100.102","4","0","0","0.815","0.612","0.246","0.596","0.183","-11.684","0.0407","0.556"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","華麗なる大剣使い","https://open.spotify.com/track/01KONWc4BMWzyh0lwBYyM4","2","9","2","58200","80.447","4","4","0","0.0038","0.304","0.703","0.231","0.303","-4.395","0.0424","0.383"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","魅惑の紋章師","https://open.spotify.com/track/4qBTofvLJ4DlPK7R858JDk","2","10","1","61893","38.152","4","8","1","0.883","0.277","0.324","0.872","0.144","-13.408","0.0282","0.115"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","シーサイド・スプリング","https://open.spotify.com/track/0qPyOhJocyDTwFyRscTRKd","2","11","1","90707","92.145","4","2","1","0.528","0.663","0.463","0.943","0.106","-12.455","0.0546","0.729"
"幻想水滸伝IV ORIGINAL SOUNDTRACK SELECTION","悔悛の唄","https://open.spotify.com/track/0EIDo3h2Pi3ypg5LXDuloy","2","12","1","122893","124.117","4","9","0","0.903","0.626","0.244","0.665","0.105","-11.816","0.0624","0.0864"
